floor,code,tower,cat,cap,pcd,kind,l,tp,w,h
2,T3 3310,C,2,2,False,CAR,21.583,46.05,1.545,8.562
2,T3 3312,C,2,2,False,CAR,10.239,46.05,1.545,8.562
2,T3 3313,C,2,2,False,CAR,8.69,46.05,1.549,8.562
2,T3 3314,C,2,2,False,CAR,6.436,46.05,1.545,8.562
2,T3 3311,C,2,2,False,CAR,15.174,50.284,1.481,4.329
2,T3 3299,C,2,2,False,CAR,22.719,25.025,1.492,4.279
2,T3 3300,C,2,2,False,CAR,24.211,20.742,1.496,8.562
2,T3 3301,C,2,2,False,CAR,25.707,20.742,1.496,8.562
2,T3 3304,C,2,2,False,CAR,21.583,34.518,1.545,8.562
2,T3 3305,C,2,2,False,CAR,23.129,38.802,1.549,4.279
2,T2 2294,B,2,2,False,CAR,32.262,20.742,1.545,8.562
2,T2 2295,B,2,2,False,CAR,33.808,20.742,1.549,8.562
2,T2 2296,B,2,2,False,CAR,35.357,20.742,1.549,8.562
2,T2 2291,B,2,2,False,CAR,42.108,38.787,1.545,4.279
2,T2 2292,B,2,2,False,CAR,28.894,20.742,1.549,8.562
2,T2 2293,B,2,2,False,CAR,30.443,20.742,1.545,8.562
2,T2 2297,B,2,2,False,CAR,37.03,25.025,1.545,4.279
2,T2 2298,B,2,2,False,CAR,38.576,25.025,1.549,4.279
2,T2 2299,B,2,2,False,CAR,40.125,25.025,1.549,4.279
2,T2 2300,B,2,2,False,CAR,41.798,25.025,1.549,4.279
2,T2 2301,B,2,2,False,CAR,43.347,25.025,1.549,4.279
2,T2 2302,B,2,2,False,CAR,44.896,25.025,1.545,4.279
2,T2 2303,B,2,2,False,CAR,46.57,25.025,1.549,4.279
2,T2 2304,B,2,2,False,CAR,48.119,25.025,1.549,4.279
2,T2 2305,B,2,2,False,CAR,49.668,25.025,1.545,4.279
2,T2 2306,B,2,2,False,CAR,33.729,34.503,1.545,8.562
2,T2 2307,B,2,2,False,CAR,35.275,34.503,1.549,8.562
2,T2 2308,B,2,2,False,CAR,36.824,34.503,1.549,8.562
2,T2 2312,B,2,2,False,CAR,36.824,43.065,1.549,8.562
2,T2 2313,B,2,2,False,CAR,35.275,43.065,1.549,8.562
2,T2 2314,B,2,2,False,CAR,33.729,43.065,1.545,8.562
2,T2 2311,B,2,2,False,CAR,40.356,50.334,1.549,4.279
2,T2 2310,B,2,2,False,CAR,42.607,50.334,1.549,4.279
2,T2 2309,B,2,2,False,CAR,44.155,46.05,1.549,8.562
2,T2 2148,B,1,1,False,CAR,40.356,34.503,1.549,4.284
2,T2 2149,B,1,1,False,CAR,58.684,38.424,3.358,2.376
2,T2 2150,B,1,1,False,CAR,47.78,34.141,1.481,4.329
2,T2 2151,B,1,1,False,CAR,49.262,34.141,1.481,4.329
2,T2 2152,B,1,1,True,CAR,53.082,34.07,1.681,4.747
2,T2 2153,B,1,1,False,CAR,58.787,34.141,1.549,4.284
2,T2 2154,B,1,1,False,CAR,53.204,50.334,1.545,4.279
2,T2 2155,B,1,1,False,CAR,50.572,50.284,1.481,4.329
2,T2 2156,B,1,1,False,CAR,49.091,50.284,1.481,4.329
2,T2 2157,B,1,1,False,CAR,47.417,50.284,1.481,4.329
2,T2 2158,B,1,1,False,CAR,38.551,50.284,1.481,4.329
2,T1 1151,A,1,1,False,CAR,79.953,34.503,1.549,4.284
2,T1 1152,A,1,1,False,CAR,59.307,45.975,3.027,2.185
2,T1 1153,A,1,1,False,CAR,58.787,50.334,1.549,4.279
2,T1 1154,A,1,1,False,CAR,60.809,50.334,1.549,4.279
2,T1 1155,A,1,1,False,CAR,72.421,50.284,1.481,4.329
2,T1 1156,A,1,1,False,CAR,84.493,50.284,1.481,4.329
2,T1 1157,A,1,1,False,CAR,87.053,50.334,1.549,4.279
2,T1 1158,A,1,1,False,CAR,94.598,50.284,1.481,4.329
2,T1 1150,A,1,1,False,CAR,92.942,30.673,3.166,2.094
2,T1 1149,A,1,1,True,CAR,87.003,34.554,1.681,5.23
2,T1 1291,A,2,2,False,CAR,54.995,34.141,1.549,8.562
2,T1 1292,A,2,2,False,CAR,56.544,34.141,1.545,8.562
2,T1 1293,A,2,2,False,CAR,65.973,34.503,1.549,8.562
2,T1 1294,A,2,2,False,CAR,67.522,34.503,1.549,8.562
2,T1 1295,A,2,2,False,CAR,69.199,34.503,1.545,8.562
2,T1 1296,A,2,2,False,CAR,70.744,34.503,1.549,8.562
2,T1 1297,A,2,2,False,CAR,81.704,34.458,1.481,4.329
2,T1 1298,A,2,2,False,CAR,88.922,35.128,1.545,8.557
2,T1 1299,A,2,2,False,CAR,90.468,35.128,1.549,8.557
2,T1 1301,A,2,2,False,CAR,65.859,43.534,3.03,2.185
2,T1 1304,A,2,2,False,CAR,65.973,46.05,1.549,8.562
2,T1 1305,A,2,2,False,CAR,67.522,46.05,1.549,8.562
2,T1 1306,A,2,2,False,CAR,69.199,46.05,1.545,8.562
2,T1 1307,A,2,2,False,CAR,70.744,46.05,1.549,8.562
2,T1 1300,A,2,2,False,CAR,59.211,43.448,3.03,2.185
2,T1 1302,A,2,2,False,CAR,55.5,46.05,1.549,8.562
2,T1 1303,A,2,2,False,CAR,57.049,50.334,1.545,4.279
2,T1 1308,A,2,2,False,CAR,74.277,46.05,1.549,8.562
2,T1 1309,A,2,2,False,CAR,76.531,46.05,1.549,8.562
2,T1 1310,A,2,2,False,CAR,78.08,46.05,1.549,8.562
2,T1 1312,A,2,2,False,CAR,89.385,50.334,1.545,4.279
2,T1 1313,A,2,2,False,CAR,90.931,50.334,1.549,4.279
2,T1 1314,A,2,2,False,CAR,92.903,50.334,1.549,4.279
2,T1 1311,A,2,2,False,CAR,83.011,50.284,1.481,4.329
2,T1 1245,A,2,2,False,CAR,78.072,34.503,1.549,8.562
2,T3 3148,C,1,1,False,CAR,4.577,33.336,1.513,4.329
2,T3 3149,C,1,1,False,CAR,6.443,34.518,1.545,4.279
2,T3 3150,C,1,1,False,CAR,12.087,34.669,1.549,4.279
2,T3 3153,C,1,1,True,CAR,19.158,34.07,1.684,4.747
2,T3 3154,C,1,1,False,CAR,25.041,34.518,1.549,4.284
2,T3 3158,C,1,1,False,CAR,4.58,50.087,1.481,4.324
2,T3 3157,C,1,1,False,CAR,16.655,50.284,1.481,4.329
2,T3 3156,C,1,1,False,CAR,19.208,50.334,1.545,4.279
2,T3 3155,C,1,1,False,CAR,26.868,50.334,1.545,4.279
2,T3 3151,C,1,1,False,CAR,13.86,34.584,1.481,4.329
2,T3 3152,C,1,1,False,CAR,15.341,34.584,1.481,4.329
2,T1 1316,A,2,2,False,CAR,76.028,34.503,1.545,8.562
2,T1 1160,A,1,1,False,CAR,74.294,34.503,1.549,4.284
2,T2 2316,B,2,2,False,CAR,43.653,34.503,1.549,8.562
2,T2 2160,B,1,1,False,CAR,46.096,34.141,1.481,4.329
2,MOTO 046,C,,1,False,MOTO,26.26,37.08,1.365,1.762
2,MOTO 047,C,,1,False,MOTO,26.919,37.08,1.365,1.762
2,MOTO 048,B,,1,False,MOTO,38.103,36.672,1.365,1.762
2,MOTO 049,B,,1,False,MOTO,38.758,36.672,1.365,1.762
2,MOTO 050,B,,1,False,MOTO,60.084,35.218,1.365,1.762
2,MOTO 051,B,,1,False,MOTO,60.084,36.149,1.365,1.762
2,MOTO 052,B,,1,False,MOTO,60.084,37.075,1.365,1.762
2,MOTO 055,A,,1,False,MOTO,58.863,41.565,1.365,1.762
2,MOTO 056,A,,1,False,MOTO,59.945,49.11,1.365,1.762
2,MOTO 053,A,,1,False,MOTO,71.992,37.08,1.365,1.762
2,MOTO 054,A,,1,False,MOTO,72.647,37.08,1.365,1.762
2,MOTO 066,A,,1,False,MOTO,94.222,44.917,1.365,1.762
2,MOTO 065,A,,1,False,MOTO,94.222,43.986,1.365,1.762
2,MOTO 064,A,,1,False,MOTO,94.222,43.06,1.365,1.762
2,MOTO 063,A,,1,False,MOTO,94.222,41.187,1.365,1.762
2,MOTO 062,A,,1,False,MOTO,94.222,40.261,1.365,1.762
2,MOTO 061,A,,1,False,MOTO,94.222,39.31,1.365,1.762
2,MOTO 060,A,,1,False,MOTO,94.222,38.379,1.365,1.762
2,MOTO 059,A,,1,False,MOTO,94.19,37.095,1.365,1.762
2,MOTO 058,A,,1,False,MOTO,94.201,35.182,1.365,1.762
2,MOTO 057,A,,1,False,MOTO,94.842,35.182,1.365,1.762
2,MOTO 071,A,,1,False,MOTO,91.89,37.211,1.365,1.762
2,MOTO 070,A,,1,False,MOTO,91.89,40.216,1.365,1.762
2,MOTO 069,A,,1,False,MOTO,92.157,42.994,1.365,1.762
2,MOTO 067,A,,1,False,MOTO,92.157,44.847,1.365,1.762
2,MOTO 068,A,,1,False,MOTO,92.157,43.921,1.365,1.762
