floor,code,tower,category,capacity,sub,pcd,kind
2,MOTO 052,,,1,,False,MOTO
2,MOTO 055,,,1,,False,MOTO
2,MOTO 056,,,1,,False,MOTO
2,MOTO 053,,,1,,False,MOTO
2,MOTO 054,,,1,,False,MOTO
2,MOTO 066,,,1,,False,MOTO
2,MOTO 065,,,1,,False,MOTO
2,MOTO 064,,,1,,False,MOTO
2,MOTO 063,,,1,,False,MOTO
2,MOTO 062,,,1,,False,MOTO
2,MOTO 061,,,1,,False,MOTO
2,MOTO 060,,,1,,False,MOTO
2,MOTO 059,,,1,,False,MOTO
2,MOTO 058,,,1,,False,MOTO
2,MOTO 057,,,1,,False,MOTO
2,MOTO 071,,,1,,False,MOTO
2,MOTO 070,,,1,,False,MOTO
2,MOTO 069,,,1,,False,MOTO
2,MOTO 067,,,1,,False,MOTO
2,MOTO 068,,,1,,False,MOTO
